Samples,887.46,892.32,897.18,902.04,906.9,911.76,916.63,921.49,926.36,931.23,936.11,940.98,945.86,950.74,955.62,960.5,965.38,970.27,975.16,980.05,984.94,989.83,994.73,999.63,1004.53,1009.43,1014.33,1019.24,1024.15,1029.06,1033.97,1038.88,1043.8,1048.71,1053.63,1058.55,1063.48,1068.4,1073.33,1078.26,1083.19,1088.12,1093.06,1097.99,1102.93,1107.87,1112.81,1117.76,1122.7,1127.65,1132.6,1137.55,1142.51,1147.46,1152.42,1157.38,1162.34,1167.31,1172.27,1177.24,1182.21,1187.18,1192.15,1197.13,1202.1,1207.08,1212.06,1217.05,1222.03,1227.02,1232.01,1237,1241.99,1246.98,1251.98,1256.98,1261.98,1266.98,1271.98,1276.99,1282,1287.01,1292.02,1297.03,1302.05,1307.07,1312.09,1317.11,1322.13,1327.16,1332.18,1337.21,1342.24,1347.28,1352.31,1357.35,1362.39,1367.43,1372.47,1377.51,1382.56,1387.61,1392.66,1397.71,1402.76,1407.82,1412.88,1417.94,1423,1428.06,1433.13,1438.2,1443.27,1448.34,1453.41,1458.49,1463.56,1468.64,1473.72,1478.81,1483.89,1488.98,1494.07,1499.16,1504.25,1509.35,1514.44,1519.54,1524.64,1529.74,1534.85,1539.95,1545.06,1550.17,1555.28,1560.4,1565.51,1570.63,1575.75,1580.87,1586,1591.12,1596.25,1601.38,1606.51,1611.64,1616.78,1621.91,1627.05,1632.19,1637.34,1642.48,1647.63,1652.78,1657.93,1663.08,1668.23,1673.39,1678.55,1683.71,1688.87,1694.04,1699.2,1704.37,1709.54,1714.71,1719.88,1725.06,Carbohydrate
ROI_1,0.19168049,0.19169545,0.19340493,0.19288917,0.19388731,0.19445199,0.19311213,0.19421808,0.19492353,0.19881727,0.20451494,0.21335106,0.22014436,0.22443251,0.2259263,0.22641592,0.22588122,0.22518718,0.22397278,0.22310916,0.22201872,0.22179185,0.22136286,0.22154751,0.22139165,0.22175506,0.2218888,0.22233352,0.22250274,0.22313114,0.22333418,0.22397783,0.2241408,0.22476831,0.22503646,0.22555554,0.22582453,0.22652578,0.22680305,0.22729197,0.22751458,0.22790714,0.22801909,0.22830988,0.22815007,0.228422,0.2282483,0.22829959,0.22798572,0.22778511,0.22646013,0.22466907,0.22200035,0.21913677,0.21564956,0.21252453,0.20911074,0.2065339,0.20426317,0.20220225,0.19969873,0.1975557,0.19552968,0.19454564,0.19393308,0.19411996,0.19469349,0.19654329,0.19873914,0.2014149,0.203454,0.20546854,0.20678708,0.20792839,0.20851965,0.20928378,0.20964272,0.21018289,0.21042651,0.21100499,0.21135269,0.21210964,0.21247981,0.21299908,0.21296068,0.21316127,0.2125967,0.2120469,0.21082549,0.20941097,0.20730966,0.2050197,0.2020422,0.19945273,0.1962296,0.1932977,0.1905316,0.18845782,0.18602002,0.18401738,0.18140551,0.1784682,0.17435014,0.16994482,0.16466554,0.15920092,0.15344635,0.14871266,0.14437845,0.14122196,0.13850042,0.13700491,0.13569793,0.13505442,0.1344962,0.13436055,0.13397644,0.13410598,0.13406847,0.13438138,0.1345113,0.13503051,0.1352829,0.13593413,0.13626313,0.13699096,0.13737203,0.13800396,0.13831127,0.13899456,0.13927159,0.13967246,0.13987254,0.14028955,0.1403722,0.14074068,0.14079186,0.14119327,0.14119995,0.141744,0.14211918,0.1428817,0.14336856,0.14453013,0.14520156,0.1464441,0.14724438,0.14847979,0.14927085,0.1505133,0.15120523,0.15229733,0.15290186,0.15380597,0.15415263,0.15463199,0.15460734,0.1546412,0.153532,0.15156516,0.14751466,0.14273821,0.1382155,0.13536194,0.13492084,0.13550623,0.13748407,0.1404716,71.92
ROI_2,0.21552762,0.21575029,0.21785152,0.21721806,0.21819778,0.218672,0.21744868,0.21819864,0.21921815,0.22427237,0.23041096,0.23996086,0.24672857,0.25073335,0.25187084,0.25206795,0.2512467,0.2503096,0.24884307,0.24772488,0.24646595,0.24610443,0.24563242,0.24576843,0.24560541,0.24596809,0.24614143,0.24665083,0.2468769,0.24759601,0.24787721,0.24861968,0.24888308,0.24956825,0.24991542,0.25055653,0.2508779,0.25168222,0.25201288,0.25258383,0.25285372,0.25328207,0.25346825,0.25377917,0.25363395,0.25394076,0.25377458,0.25384706,0.2534628,0.25314313,0.251583,0.24944381,0.2462591,0.24281108,0.23872751,0.23495924,0.23096326,0.22784896,0.22513694,0.2226414,0.21971665,0.21714304,0.21477322,0.21357796,0.21285373,0.21304111,0.21372598,0.21590185,0.21849798,0.22156738,0.22396234,0.22628167,0.22783004,0.22910842,0.22979969,0.23067763,0.23107873,0.23167625,0.23198861,0.23265314,0.23309682,0.23394564,0.23441277,0.23500808,0.23497538,0.23514004,0.23450431,0.23379448,0.23234855,0.23062928,0.22818436,0.22543955,0.22197492,0.21883124,0.2150546,0.21159841,0.20832513,0.20582834,0.2029543,0.20054081,0.19752896,0.19406766,0.18924244,0.18399295,0.17774078,0.17119159,0.16434617,0.15858741,0.15334412,0.1494549,0.14616056,0.14423764,0.14264153,0.14179397,0.1411,0.1408618,0.1404242,0.14051126,0.14046657,0.14080244,0.14098527,0.14154865,0.14185192,0.14258088,0.14301299,0.14383152,0.14431168,0.14504226,0.14544606,0.14621845,0.14657342,0.14704424,0.14728379,0.14773878,0.14785938,0.1482754,0.1483339,0.14874409,0.1488032,0.14940394,0.1498723,0.15073888,0.15136993,0.15270257,0.15356983,0.15499252,0.15599895,0.15742211,0.15839188,0.159806,0.1606725,0.16191025,0.1627005,0.16371,0.16417447,0.16469127,0.16472647,0.16478986,0.16373293,0.16186973,0.15783489,0.15302958,0.14852083,0.14579603,0.1457431,0.14701812,0.14948125,0.15326677,71.92
ROI_3,0.17857434,0.17859808,0.18026334,0.1799944,0.18070436,0.18107542,0.17974089,0.18042564,0.18110725,0.1847222,0.18976831,0.19810824,0.20491819,0.20937058,0.2111229,0.21187367,0.21156698,0.21108523,0.21012816,0.20946361,0.2085543,0.20840895,0.20802526,0.20822117,0.20807001,0.20844898,0.20855373,0.20900324,0.20911139,0.20969115,0.20985045,0.21044855,0.21057186,0.21114829,0.21140458,0.2119036,0.21209672,0.21279159,0.21300243,0.21349719,0.21368138,0.21404825,0.2141378,0.21442214,0.21426351,0.21455283,0.21438245,0.21447901,0.21421508,0.21412002,0.21293895,0.21145548,0.20915046,0.2067228,0.20373242,0.20106634,0.19809142,0.19589268,0.19392118,0.1921657,0.19002374,0.18820257,0.18644677,0.18566333,0.18516482,0.18535502,0.18585768,0.18753767,0.18945777,0.1918289,0.1936069,0.19540983,0.1965858,0.1976036,0.19811572,0.1988334,0.19915614,0.19966896,0.19989297,0.2004382,0.20075718,0.20147325,0.20180054,0.20233038,0.20230255,0.20254941,0.20206083,0.20164442,0.20057616,0.199389,0.19758937,0.19566083,0.19309908,0.19093367,0.18814705,0.1856623,0.18328185,0.18153082,0.17943634,0.17775443,0.17551759,0.1730153,0.16946992,0.16568278,0.16107513,0.15633236,0.15124637,0.14710324,0.14322047,0.14042263,0.13793223,0.13659604,0.13541421,0.13481273,0.13428406,0.13417618,0.1337985,0.13393141,0.1338981,0.13418518,0.13429427,0.13479975,0.13499929,0.13562335,0.13590929,0.13661735,0.13695641,0.13753547,0.13783653,0.13847679,0.13874345,0.13915792,0.13935977,0.13976395,0.13985251,0.14023697,0.14027719,0.14065786,0.14067435,0.14119042,0.14152761,0.14222908,0.14265078,0.14373241,0.14432617,0.1454638,0.14618774,0.14732033,0.14802502,0.14916189,0.1497463,0.15075393,0.15129088,0.15209816,0.15238924,0.15282778,0.15276706,0.1527144,0.15158151,0.14956868,0.14555149,0.14084712,0.13634256,0.13332511,0.1326077,0.13284257,0.13417593,0.1364119,71.92
ROI_4,0.18596692,0.18572654,0.18759048,0.18691352,0.1873158,0.18820037,0.18708831,0.18782513,0.18830484,0.19218737,0.19696254,0.20514157,0.21172342,0.21595027,0.21747312,0.21802175,0.21752395,0.21695882,0.21585508,0.21508116,0.21405339,0.21385032,0.2133713,0.21350743,0.21330705,0.21361287,0.21371247,0.21412568,0.21428306,0.2148895,0.21510766,0.21574295,0.21590623,0.21653816,0.21680273,0.21734865,0.217594,0.21830639,0.21857886,0.21912557,0.21929705,0.21966851,0.21976279,0.22006619,0.21992794,0.2201886,0.21998811,0.22010772,0.21979363,0.21962741,0.21835262,0.2166556,0.21410154,0.21137978,0.20799905,0.20494683,0.20159702,0.1990221,0.19671026,0.19465292,0.19214948,0.1900158,0.18798473,0.1870356,0.18643945,0.18661734,0.18718551,0.18902078,0.19116211,0.19378361,0.1957439,0.19766062,0.19894521,0.20003378,0.20054042,0.20125522,0.20157234,0.20207524,0.20227896,0.20283704,0.20316835,0.20387903,0.20422609,0.20475684,0.20470698,0.20487823,0.20429987,0.20378879,0.20258033,0.2011954,0.19914007,0.19690764,0.19403245,0.19153778,0.18841977,0.18561299,0.1829236,0.18092422,0.17848061,0.17646928,0.17395145,0.17107251,0.16699953,0.16270772,0.15749449,0.15208489,0.14635402,0.14160652,0.13722007,0.13399637,0.13120587,0.12959538,0.1282324,0.12750009,0.1268878,0.12672038,0.12628277,0.1263772,0.12631468,0.12659968,0.12669843,0.1272027,0.12741707,0.12802762,0.12835938,0.12907271,0.1294268,0.1300404,0.13035,0.13098195,0.13126545,0.13168347,0.13186194,0.13226837,0.13234462,0.13269922,0.13272037,0.13312058,0.13310832,0.13364519,0.13401218,0.13475226,0.13525644,0.13640054,0.13704874,0.13827218,0.13908523,0.14031225,0.14111312,0.14233348,0.14304712,0.14413469,0.1447594,0.14566514,0.14599009,0.14646728,0.14643332,0.14636202,0.1452138,0.14313626,0.13913834,0.13455117,0.13049315,0.12810908,0.12814042,0.1293384,0.13170713,0.13483603,71.92
ROI_5,0.21383914,0.21427053,0.2165366,0.21595293,0.21687385,0.2176851,0.21661477,0.21774106,0.21849811,0.2236737,0.23053303,0.24032128,0.24776997,0.25209618,0.2534591,0.25368458,0.2528321,0.25184166,0.25034,0.24918443,0.24785747,0.2474117,0.24678722,0.24683228,0.24659742,0.24691866,0.24700563,0.24746232,0.24767424,0.24835372,0.2486331,0.24935159,0.24958248,0.25029925,0.250629,0.25123984,0.25157407,0.25239858,0.25270978,0.2533176,0.25352615,0.2539302,0.25403053,0.25435638,0.25417328,0.2544211,0.2542131,0.25425792,0.25382966,0.25347158,0.25182906,0.24959767,0.24628781,0.24269468,0.23840123,0.23437831,0.23009044,0.22667287,0.22367662,0.22093533,0.21771541,0.2148773,0.21230416,0.21098778,0.21018943,0.2103634,0.21109363,0.21333644,0.21606627,0.21930541,0.22180033,0.22420509,0.22580275,0.22714743,0.2278127,0.22866423,0.22902703,0.2296138,0.22989357,0.23051488,0.23093118,0.23179278,0.23223314,0.23282923,0.23278455,0.23293014,0.23221694,0.23148286,0.22998618,0.22814454,0.22552417,0.22260295,0.21897216,0.21565677,0.2117135,0.2080874,0.2046582,0.20200846,0.19891715,0.19627889,0.1931241,0.18944001,0.18431962,0.17880268,0.17214866,0.16516304,0.15782581,0.151585,0.1459343,0.14167532,0.13809083,0.135891,0.13411388,0.13311522,0.13231002,0.13200657,0.13147235,0.13150679,0.13141264,0.13168111,0.13183314,0.13239822,0.1326821,0.13339485,0.13382624,0.13463786,0.1351042,0.13582513,0.13623473,0.13698283,0.1373288,0.13780832,0.13802458,0.13848376,0.13860185,0.13897596,0.1390293,0.13944317,0.13949521,0.14009091,0.14056225,0.14145781,0.14210802,0.14346786,0.14438744,0.14586915,0.1469508,0.14843854,0.1495033,0.15098873,0.151911,0.15323995,0.15405296,0.1551471,0.15563798,0.15621419,0.15623951,0.15621212,0.15508588,0.15298235,0.14879447,0.14405361,0.13988347,0.1378472,0.13829677,0.1403851,0.14404988,0.14841749,71.92
ROI_6,0.18158992,0.18131557,0.1829552,0.18181352,0.18246055,0.18266548,0.18135469,0.18191758,0.18218978,0.18453808,0.18710247,0.1929391,0.1979492,0.2013066,0.20248589,0.20290115,0.2023859,0.20184286,0.20075631,0.2000075,0.1990243,0.19876261,0.19830501,0.19839032,0.1981379,0.1984338,0.1984949,0.19883636,0.1989247,0.19945425,0.19959387,0.20012088,0.20023172,0.20078252,0.2010038,0.20146522,0.20163095,0.20230263,0.20255695,0.20303781,0.20318593,0.20348848,0.20353495,0.203772,0.2035847,0.20383534,0.20366475,0.20373203,0.2034321,0.20328183,0.20207141,0.20051761,0.19813782,0.19563317,0.19254938,0.18974736,0.18666266,0.18432046,0.18221428,0.1803442,0.17806755,0.17613903,0.17433976,0.17349777,0.17297821,0.17315891,0.17367959,0.17536348,0.17730029,0.17969899,0.18145809,0.18324901,0.18439232,0.18540336,0.1858692,0.18653633,0.18683225,0.18729737,0.1874922,0.18802926,0.18827994,0.18895684,0.18927605,0.1897447,0.18969598,0.18989591,0.18936075,0.18891147,0.18781114,0.18657199,0.18471324,0.18269679,0.1801031,0.177854,0.17500803,0.172455,0.1700205,0.16824764,0.16608468,0.1643064,0.1620255,0.15947962,0.15583144,0.15201052,0.14732732,0.14250779,0.1373808,0.13316625,0.12926567,0.12640919,0.123920366,0.12248782,0.12127604,0.120625466,0.120059036,0.11990439,0.11950873,0.11958928,0.11950989,0.119735524,0.11981247,0.12024679,0.12044035,0.12099583,0.12127642,0.1219018,0.12222161,0.12277125,0.12302491,0.123599,0.12382443,0.12418865,0.12432312,0.1246843,0.12473848,0.12508057,0.12509345,0.1254477,0.12542629,0.12590282,0.12620537,0.12686855,0.12725005,0.12828387,0.1288261,0.1299089,0.13059518,0.13168892,0.13236816,0.13347922,0.13408074,0.13504735,0.13557115,0.13638242,0.13660866,0.13702205,0.13695319,0.13682157,0.13567175,0.1338082,0.13028765,0.12631258,0.122826695,0.12100554,0.12126886,0.12269516,0.12537637,0.1287545,71.92
ROI_7,0.17812198,0.17777124,0.17909801,0.17987853,0.18022949,0.18148205,0.18065791,0.18150327,0.1829107,0.18725178,0.19548781,0.20587175,0.21390742,0.21899289,0.22084157,0.22154367,0.22121856,0.22063513,0.21951626,0.21874465,0.21779011,0.2175878,0.21715903,0.21734971,0.21719483,0.217568,0.217755,0.2182403,0.21842957,0.21910146,0.21930915,0.21998543,0.22015996,0.22078647,0.22105671,0.22166845,0.22187331,0.22251914,0.22281684,0.22333747,0.22350003,0.22390264,0.2240129,0.22434866,0.22425708,0.22451232,0.22437257,0.22447498,0.22409467,0.2239443,0.2225764,0.22089559,0.2182625,0.21547136,0.21210833,0.20909467,0.20573513,0.20323221,0.20100872,0.19896561,0.19655444,0.1944683,0.19252747,0.19159472,0.19097202,0.19120333,0.19178401,0.19364122,0.19576992,0.19840263,0.20039499,0.20240036,0.2037262,0.20485552,0.20545396,0.20623516,0.20660645,0.20713572,0.20740147,0.2080069,0.20835413,0.20911853,0.209481,0.21006228,0.21005118,0.21026176,0.20970441,0.20920481,0.20799832,0.20663872,0.20462357,0.20240325,0.19957328,0.19706431,0.19396403,0.19115654,0.18844911,0.18639013,0.18404506,0.18211912,0.17958958,0.1768183,0.17280911,0.1685925,0.16350327,0.1581619,0.15253995,0.14794497,0.14366448,0.14051276,0.13783517,0.13634835,0.13504303,0.13441318,0.13382758,0.13374403,0.13337305,0.13352805,0.13347046,0.13380717,0.1338793,0.13441071,0.13470691,0.1353136,0.13563326,0.13630798,0.13670863,0.13736627,0.13767569,0.13831699,0.13868345,0.13904552,0.13924244,0.13969079,0.13976115,0.14011821,0.14013766,0.1405113,0.14052974,0.14106733,0.14144503,0.14218582,0.1426976,0.14380912,0.1444803,0.14573336,0.14651924,0.14769799,0.14850658,0.14972293,0.15038113,0.1514648,0.15203874,0.15290196,0.15327048,0.15378569,0.1537034,0.15378061,0.152603,0.15043354,0.14605966,0.14093885,0.135864,0.13268742,0.13099742,0.1310997,0.13189629,0.13461152,71.92
ROI_8,0.19100635,0.19113569,0.19262621,0.19340347,0.19436821,0.19554345,0.19476782,0.1958523,0.19729045,0.20226002,0.2118396,0.22327323,0.23179924,0.23696558,0.2386997,0.23929873,0.23880106,0.23803456,0.23673764,0.2358022,0.23468198,0.23437606,0.23390636,0.23405823,0.2339133,0.23429953,0.23454757,0.23508002,0.23533331,0.23608838,0.23637594,0.23713201,0.2373911,0.2381011,0.23845999,0.2391368,0.23944834,0.24018607,0.24053398,0.24111597,0.24134007,0.24178769,0.24194688,0.24233627,0.24226706,0.24251936,0.24243033,0.24248981,0.24210162,0.24184167,0.24031055,0.2382964,0.23524475,0.23196012,0.2280787,0.22455163,0.22071946,0.21777876,0.2152152,0.21287252,0.21013789,0.20776482,0.20557602,0.2044995,0.20380247,0.20404975,0.20469774,0.20678028,0.20921338,0.21215956,0.21441852,0.21664129,0.21815155,0.21941192,0.22010678,0.2209657,0.22135845,0.22195467,0.22224844,0.22290878,0.22329457,0.22415921,0.22459102,0.2251905,0.2251847,0.22535914,0.22474515,0.22410198,0.22274166,0.22114286,0.21882442,0.21627294,0.21305846,0.21017782,0.20668098,0.20349717,0.20045294,0.198094,0.19546574,0.19322473,0.19039081,0.18721475,0.18266667,0.17784862,0.17204237,0.16594698,0.15954524,0.15427282,0.1493949,0.1457867,0.14272724,0.14096433,0.1394896,0.13872838,0.1380101,0.13786288,0.13741829,0.13757344,0.13749242,0.13781984,0.13795516,0.13852254,0.13886479,0.1395286,0.13991658,0.1406734,0.14113456,0.14185904,0.14222163,0.1429349,0.14335021,0.14376998,0.14401136,0.14450552,0.14459373,0.14500737,0.1450401,0.1454444,0.14550272,0.14608684,0.14650056,0.14734124,0.14792119,0.14915165,0.14995873,0.15133289,0.15225981,0.15360011,0.15454192,0.15588303,0.15667406,0.15786502,0.15850711,0.15947868,0.1599102,0.16044843,0.16046453,0.1606034,0.159529,0.15740785,0.1529283,0.14775272,0.14245668,0.13925208,0.13764527,0.1379929,0.13907729,0.14214028,71.92
ROI_9,0.16611984,0.16648231,0.16747259,0.16883262,0.16948307,0.17058952,0.16968794,0.17024232,0.17129993,0.17463653,0.182544,0.19243951,0.20035635,0.2055769,0.20764565,0.2085619,0.20841447,0.20800704,0.20706469,0.2064341,0.20555614,0.20537323,0.20496862,0.20513882,0.20498551,0.20536502,0.20549515,0.20593785,0.20606552,0.20668735,0.20680721,0.20742546,0.20751786,0.2080726,0.20830134,0.2088189,0.20898616,0.20959565,0.20986103,0.21032906,0.21045463,0.21084261,0.21088178,0.21121265,0.21106884,0.2112954,0.21118054,0.21127112,0.21094656,0.21087262,0.20969176,0.20823313,0.20594217,0.20352279,0.20055762,0.1979194,0.19492409,0.19275494,0.19074985,0.18897153,0.1868166,0.18499023,0.1832704,0.1824988,0.18194984,0.18221584,0.18272793,0.18443894,0.18633258,0.18872471,0.19050008,0.19231115,0.19351782,0.19453518,0.1950762,0.19580413,0.19613472,0.1966462,0.19687171,0.19743188,0.1977164,0.1984576,0.19877005,0.19930975,0.19927922,0.1995135,0.19900861,0.1985992,0.19752976,0.19636534,0.19457842,0.19262964,0.19009034,0.18791875,0.1851499,0.18265712,0.18026188,0.17845152,0.17636204,0.17466143,0.17236145,0.1698983,0.16624399,0.16242725,0.15777744,0.15294178,0.14777867,0.14363544,0.13971342,0.13688149,0.1344136,0.13306183,0.13186082,0.13130012,0.13075374,0.13070807,0.13032584,0.13050771,0.13043734,0.13077089,0.13082531,0.13133545,0.13161542,0.1321716,0.13248135,0.13313939,0.13349149,0.13411869,0.1343928,0.13499767,0.1353488,0.13570517,0.13589503,0.13632947,0.13638364,0.13675515,0.13676701,0.13715358,0.13715541,0.13767402,0.13801844,0.1387152,0.13915871,0.14022027,0.14080364,0.14198682,0.14267723,0.14379004,0.14452046,0.14568022,0.14628018,0.14728689,0.14780222,0.14864522,0.1489629,0.14944978,0.14942227,0.1495444,0.1484662,0.1464132,0.14209402,0.13710229,0.13193966,0.12862669,0.12659085,0.12627353,0.12657708,0.12865259,71.92
